"ID","K1","K2","K3","K4","K5","Assigned_cluster","sample","condition","Taxa","ID.y","group","era","Q","origin","meta"
"S64423_3",0.99996,1e-05,1e-05,1e-05,1e-05,1,"S64423_3_chilling","chilling","S64423_3","S644233","Polskie","I","Iodent","Poland","Iodent_I_Poland"
"S67697",0.897817,0.045126,1e-05,0.057036,1e-05,1,"S67697_chilling","chilling","S67697","S67697","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S68312",0.999954,1.6e-05,1e-05,1e-05,1e-05,1,"S68313_chilling","chilling","S68313","S68312","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S68315A",0.99996,1e-05,1e-05,1e-05,1e-05,1,"S68315A_chilling","chilling","S68315A","S68315A","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S68911",0.673989,1e-05,0.302795,1e-05,0.023196,1,"S68911_chilling","chilling","S68911","S68911","Polskie","I","Iodent","Poland","Iodent_I_Poland"
"S71533",0.99996,1e-05,1e-05,1e-05,1e-05,1,"S71533_chilling","chilling","S71533","S71533","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S74002",0.999954,1e-05,1e-05,1.6e-05,1e-05,1,"S74002_chilling","chilling","S74002","S74002","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S76671",0.848149,0.076388,0.021306,0.054147,1e-05,1,"S76671_chilling","chilling","S76671","S76671","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S79292",0.99996,1e-05,1e-05,1e-05,1e-05,1,"S79292_chilling","chilling","S79292","S79292","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S79621",0.719871,0.021208,0.185521,0.07339,1e-05,1,"S79621_chilling","chilling","S79621","S79621","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"S84854",0.678772,0.001901,0.314063,1e-05,0.005254,1,"S284854_chilling","chilling","S284854","S84854","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH04_52_119",0.824501,0.125125,1e-05,0.050354,1e-05,1,"SH0452_119_chilling","chilling","SH0452_119","SH0452119","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH12536_3",0.999957,1.3e-05,1e-05,1e-05,1e-05,1,"SH12536_3_cold","cold","SH12536_3","SH125363","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH14467_9",0.884866,0.033737,0.02075,0.060638,1e-05,1,"SH14467_9_chilling","chilling","SH14467_9","SH144679","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH147_10_8",0.955462,0.002155,1e-05,0.042364,1e-05,1,"SH14710_8_cold","cold","SH14710_8","SH147108","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH15405_2",0.712985,0.089935,0.031908,0.165162,1e-05,1,"SH15405_2_chilling","chilling","SH15405_2","SH154052","Polskie","II","Mix","Poland","Mix_II_Poland"
"SH17_08_8",0.624326,1.3e-05,0.087408,0.288244,1e-05,1,"SH1708_8_chilling","chilling","SH1708_8","SH17088","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH2_08_12",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SH208_12_chilling","chilling","SH208_12","SH20812","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH26_07_10",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SH2607_10_chilling","chilling","SH2607_10","SH260710","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH27_07_22",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SH2707_22_chilling","chilling","SH2707_22","SH270722","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH27_07_7",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SH2707_7_chilling","chilling","SH2707_7","SH27077","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SH4_08_52",0.972444,0.027526,1e-05,1e-05,1e-05,1,"SH408_52_chilling","chilling","SH408_52","SH40852","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR14259_23",0.967047,0.032923,1e-05,1e-05,1e-05,1,"SR14259_23_chilling","chilling","SR14259_23","SR1425923","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR15295_9",0.973043,1e-05,1e-05,0.026927,1e-05,1,"SR15295_9_chilling","chilling","SR15295_9","SR152959","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR17327_15",0.985669,0.014301,1e-05,1e-05,1e-05,1,"SR17327_15_chilling","chilling","SR17327_15","SR1732715","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR17336_3",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SR17336_3_chilling","chilling","SR17336_3","SR173363","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR17363_22",0.98477,0.0152,1e-05,1e-05,1e-05,1,"SR17363_22_chilling","chilling","SR17363_22","SR1736322","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR17369_35",0.767681,0.159639,1e-05,0.072661,1e-05,1,"SR17369_35_chilling","chilling","SR17369_35","SR1736935","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR7_12_18",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SR712_18_chilling","chilling","SR712_18","SR71218","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR7_12_21",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SR712_21_chilling","chilling","SR712_21","SR71221","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"SR7_12_3",0.99996,1e-05,1e-05,1e-05,1e-05,1,"SR7123_chilling","chilling","SR7123","SR7123","Polskie","II","Iodent","Poland","Iodent_II_Poland"
"UH304",0.659554,0.079863,0.244149,1e-05,0.016424,1,"UH304_chilling","chilling","UH304","UH304","SS",NA,"Iodent","US","Iodent_NA_US"
